SRA_Run,biosample,geo_loc_name,marine_region,geographic_location(region_and_locality),lat_lon,geographic_location(latitude),geographic_location(longitude),geographic_location(depth),latitude_start,latitude_end,longitude_start,longitude_end,submission
SRR2080020,SAMN02214186,,,,,,,,,,,,"University of California Berkeley, Daniela Aliaga Goltsman; 2013-06-26"
SRR7804003,SAMN09990293,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
ERR3040229,SAMEA5206514,,,,,,,,,,,,EBI; 2019-08-08
SRR2148788,GSM1846437,,,,,,,,,,,,"Molecular characterization, Biotechnology Institute, National University of Colombia, Sandra Gonzalez Sayer; 2015-08-11"
SRR6399547,SAMN08216217,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR9108869,SAMN10094279,,,Pacific Ocean,24.4 N 156.5 W,,,,,,,,"University of Washington, Bryndan Durham; 2018-09-19"
SRR6342617,SRS2732275,,,USA:Texas,29.635 N 93.6417 W,,,,,,,,"Mount Allison University, Andrew Irwin; 2017-12-01"
SRR5428646,SAMN06266374,,,"USA:Duke University, North Carolina, USA",36.0014 N 78.938218 W,,,,,,,,JGI; 2017-01-25
SRR1193205,SRS573545,,,Atlantic Ocean:Western Tropical North Atlantic Ocean,10.29 N 54.51 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-02-05"
SRR1656940,SRS747907,,,USA: Gulf of Mexico,28.44 N 88.21 W,,,,,,,,"Kent State University, XINXIN LU; 2014-11-17"
SRR6980930,SRS3156168,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2018-03-22
ERR1719382,ERS494470,,,,"(latituden=35.8641, longitudee=-37.1831)",,,,35.8641,35.8606,-37.1831,-37.176,EBI; 2016-11-11
SRR8447514,SRS4256086,,,USA: Iowa,42 N 93 W,,,,,,,,JGI; 2018-10-30
SRR1785207,SAMN03252796,,,Brazil: Amazon River,0.156917 S 50.622550 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-12-04"
ERR2089002,SAMEA104205879,,,Pacific Ocean,,33.71,-118.254,,,,,,EBI; 2017-08-10
SRR2083769,SRS976880,,,USA: Ohio,,,,,,,,,"Auburn University, Molli Newman; 2015-06-30"
SRR8272547,SAMN10517026,,,China:Hhot,40.53 N 111.85 E,,,,,,,,"Key Laboratory of Dairy Biotechnology and Engineering, Education Ministry of P. R. China, Weicheng Li; 2018-12-03"
SRR6281438,SAMN08012627,,,USA: New York,42.618192 N 76.878926 W,,,,,,,,"Cornell University, Ian Hewson; 2017-11-10"
SRR10450121,SRS3098539,,,Pacific Ocean,24.583 N 156.363 W,,,,,,,,"Columbia University, Matthew Harke; 2018-03-19"
SRR1781980,SRS823629,,,USA:North Pacific,,,,,,,,,"University of Georgia, Bryndan Durham; 2015-01-16"
SRR7523426,SAMN09631235,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6048938,SRS2523093,,,USA: Delaware,39.283 N 75.3633 W,,,,,,,,JGI; 2017-09-11
SRR7687333,SRS3665080,,,USA: Louisiana,29.8571 N 89.9778 W,,,,,,,,JGI; 2018-05-08
SRR8549374,SAMN10864969,,,Norway: Oslo,59.997 N 10.7902 E,,,,,,,,JGI; 2019-02-01
SRR8393552,SRS4208177,,,Arctic Ocean,73.0188 N 9.8566 E,,,,,,,,JGI; 2018-05-08
SRR10090657,GSM4072327,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
ERR3586948,SAMEA2621350,,,,"(latituden=-44.5342, longitudee=-52.455)",,,,-44.5342,-44.539,-52.455,-52.4083,EBI; 2019-10-10
SRR5251509,SAMN06268338,,,USA: University of North Carolina,35.9082 N 79.0499 W,,,,,,,,JGI; 2017-01-25
SRR9607961,SAMN12129221,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
ERR908600,ERS743607,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR2018865,SAMN03580960,,,"USA: Sevilleta Long Term Ecological Research site, New Mexico, US",34.3348 N 106.631 W,,,,,,,,"Sandia National Laboratories, Corey Hudson; 2015-05-04"
SRR5500411,SAMN06344063,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR6399784,SAMN08216239,,,"USA:NA,New York City",40.7127837 N 74.0059413 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR11541439,SRS6476626,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR3473037,SRS1420080,,,Pacific Ocean: California Current System,35.93452 N 121.7337 W,,,,,,,,"University of North Carolina at Chapel Hill, Robert Lampe; 2016-05-03"
SRR11541440,SAMN14595153,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR5256710,SAMN06268217,,,"USA:Elkhorn Slough, Monterey Bay, California, USA",36.7999 N 121.7999 W,,,,,,,,JGI; 2017-01-25
SRR6399895,SRS2776721,,,"USA:california,Fremont",37.5482697 N 121.988572 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7687090,SAMN09093867,,,USA: Oregon,46.1812 N 123.1834 W,,,,,,,,JGI; 2018-05-08
SRR7970103,SRS3882370,,,Antarctica:Arthur Harbor,64.77253 S 64.054111 W,,,,,,,,"UC San Diego, Jeff Bowman; 2018-10-05"
SRR949315,SRS468228,,,USA: Georgia,,,,,,,,,"Georgia Institute of Technology, Konstantinos Konstantinidis; 2013-08-05"
SRR7153006,SAMN07125062,,,Sweden: Stordalen mire,68.3534 N 19.0468 E,,,,,,,,"Australian Centre for Ecogenomics, The University of Queensland, Ben Woodcroft; 2017-05-15"
SRR8429092,SAMN10668765,,,USA: Alaska,64.50 N 163.42 W,,,,,,,,"Korea Polar Research Institute, Dockyu Kim; 2019-01-02"
ERR2809148,ERS2754432,,,Germany,,51.197456,10.755476,48,,,,,EBI; 2018-11-24
ERR1719455,ERS493851,,"(search radius=5 degrees) Marine Province:Tropical East Pacific (MRGID:21769), Marine Ecoregion:Northern Galapagos Islands (MRGID:21871)",,"(latituden=6.4998, longitudee=-94.9527)",,,,6.4998,6.4791,-94.9527,94.9752,EBI; 2016-11-11
SRR6823502,SAMN07630521,,,USA: Wisconsin,46.0410 N 89.6860 W,,,,,,,,JGI; 2017-09-11
SRR8667961,SAMN11053157,,,USA: UCLA School of Dentistry,34.07 N 118.44 W,,,,,,,,"J. Craig Venter Institute, Jonathon Baker; 2019-03-04"
SRR8554343,SAMN10864925,,,USA: Wisconsin,44.11 N 88.23 W,,,,,,,,JGI; 2019-02-01
SRR5057839,SAMN06043557,,,Austria: Lunz,47.852349 N 15.065505 E,,,,,,,,"University of Greifswald, Tim Urich; 2016-11-21"
SRR9648488,SAMN11532434,,,Norway: Bergen,60.2696 N 5.2187 E,,,,,,,,JGI; 2019-04-29
SRR7908095,SRS3822002,,,Germany: Experimental Botanical Garden Goettingen,51.556278 N 9.95450000 E,,,,,,,,"Georg-August-University Goettingen, G2L Team; 2018-09-24"
SRR2244283,SRS1056306,,,"France: Saint-Thibault des Vignes, Seine-et-marne",48.87 N 2.67 E,,,,,,,,"Veolia Recherche & Innovation, Gregory Marandat; 2015-09-03"
SRR8797649,SAMN10873054,,,"USA: Pensacola Municipal Beach, FL",30.32 N 87.17 W,,,,,,,,"Georgia Institute of Technology, Will Overholt; 2019-02-05"
SRR5467090,SRS2137958,,,"USA:Illinois, USA",40.1191 N 88.1952 W,,,,,,,,JGI; 2017-01-25
SRR5208107,SRS1943281,,,"USA:Yellowstone National Park, Wyoming, USA",44.5390 N 110.7980 W,,,,,,,,JGI; 2017-01-25
SRR6281439,SRS2679148,,,USA: New York,42.618192 N 76.878926 W,,,,,,,,"Cornell University, Ian Hewson; 2017-11-10"
SRR5467402,SAMN06267322,,,"USA:New Mexico, USA",35.8911 N 106.2978 W,,,,,,,,JGI; 2017-01-25
SRR7687088,SAMN09093737,,,USA: Oregon,46.1812 N 123.1834 W,,,,,,,,JGI; 2018-05-08
SRR5626497,SAMN07175109,,,Pacific Ocean: subarctic,48.65 N 126.67 W,,,,,,,,"University of North Carolina at Chapel Hill, Natalie Cohen; 2017-05-29"
SRR6336413,SRS2726836,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR6244773,SAMN07631320,,,France: Champenoux,48.7585 N 6.3578 E,,,,,,,,JGI; 2017-09-11
SRR5251625,SAMN06268259,,,"USA:Joint BioEnergy Institute, California, USA",38.5402 N 121.75 W,,,,,,,,JGI; 2017-01-25
ERR1712240,SAMEA2732594,,,,"(latituden=17.0769, longitudee=-118.8962)",,,,17.0769,17.0724,-118.8962,-118.8973,EBI; 2016-10-29
SRR9878963,SRS2170765,,,China: East China Sea,29.0167 N 122.275 E,,,,,,,,"Xiamen University, Yaqun Zhang; 2017-04-28"
SRR5864102,SAMN05892995,,,USA:Ohio,41.382783 N 82.51465 W,,,,,,,,"The Ohio State University, Richard Wolfe; 2016-10-10"
SRR10090655,SAMN12719713,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
ERR1719375,ERS491949,,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",,"(latituden=-5.2529, longitudee=-85.1545)",,,,-5.2529,-5.254,-85.1545,-85.2248,EBI; 2014-07-17
SRR5839109,SRS2364833,,,Canada: Quebec,46.8319 N 72.5 W,,,,,,,,JGI; 2017-01-25
SRR8491235,SRS4294918,,,Atlantic Ocean,36.529698 N 13.939981 W,,,,,,,,JGI; 2018-05-08
SRR8667984,SAMN11053172,,,USA: UCLA School of Dentistry,34.07 N 118.44 W,,,,,,,,"J. Craig Venter Institute, Jonathon Baker; 2019-03-04"
SRR8394230,SRS4208576,,,Arctic Ocean,73.0188 N 9.8566 E,,,,,,,,JGI; 2018-05-08
SRR12063615,SRS6882524,,,Germany: Ukermark,53.39737699 N 13.66579800 E,,,,,,,,"Leibniz Institute of Freshwater Ecology and Inland Fisheries, Danny Ionescu; 2020-06-20"
ERR1711914,ERS492757,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.8932, longitudee=-140.2879)",,,,-8.8932,-8.8857,-140.2879,-140.2936,EBI; 2014-07-17
SRR7110673,SAMN08769326,,,USA: Colorado,38.9201 N 106.9487 W,,,,,,,,JGI; 2018-03-21
SRR985030,SAMN02354022,,,,,,,,,,,,"Cornell University, Erin Eggleston; 2013-09-11"
SRR12063605,SRS6882534,,,Germany: Ukermark,53.35351800 N 13.61834499 E,,,,,,,,"Leibniz Institute of Freshwater Ecology and Inland Fisheries, Danny Ionescu; 2020-06-20"
ERR3586813,ERS493548,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.931, longitudee=-121.8645)",,,,32.931,32.9923,-121.8645,-121.8558,EBI; 2019-10-10
SRR2089023,SRS971052,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
ERR1712131,SAMEA2657016,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.5741, longitudee=69.9988)",,,,14.5741,14.5727,69.9988,69.9991,EBI; 2014-07-17
ERR3048626,ERS3014228,,,,,,,,,,,,EBI; 2019-08-08
ERR1712034,ERS493592,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=33.0339, longitudee=-121.8782)",,,,33.0339,33.0219,-121.8782,-121.9276,EBI; 2015-05-08
ERR1719487,SAMEA2623479,,"(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)",,"(latituden=25.5264, longitudee=-88.394)",,,,25.5264,25.5416,-88.394,88.4044,EBI; 2015-05-06
SRR7585907,SRS3590464,,,Saudi Arabia,22.309774 N 39.102511 E,,,,,,,,"KAUST, Muhammad Ali; 2018-07-22"
SRR2542005,SRS1011613,,,Greece,35.17 N 21.42 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2015-06-03"
ERR1719325,SAMEA2656998,,"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)",,"(latituden=-21.0716, longitudee=-35.3964)",,,,-21.0716,-21.0874,-35.3964,-35.412,EBI; 2014-07-17
ERR3016206,ERS2974516,,,Southern Ocean,,48.5222,74.65,20,,,,,EBI; 2019-03-31
SRR6399648,SAMN08216185,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR6189362,SAMN07687110,,,Atlantic Ocean:South Atlantic Ocean,31.83 S 6.86 E,,,,,,,,JGI; 2017-09-22
ERR1712018,ERS489067,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.5644, longitudee=70.0096)",,,,14.5644,14.5596,70.0096,69.0104,EBI; 2014-07-17
SRR9607944,SAMN12129242,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR5221244,SAMN06246720,,,Singapore,1.3521 N 103.8198 E,,,,,,,,"Nanyang Technological University, Pui Yi Yung; 2017-01-20"
ERR3586718,ERS1308617,,[AO] Arctic Ocean (MRGID:1906),,,,,,72.5432,72.5971,44.102,44.1735,EBI; 2016-10-29
SRR7523359,SRS3547759,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR3587117,SAMEA2623715,,(search radius=5 degrees) Marine Ecoregion:Bermuda (MRGID:21979),,"(latituden=33.061, longitudee=-66.5435)",,,,33.061,32.9705,-66.5435,-66.531,EBI; 2016-10-27
ERR1712229,SAMEA2620222,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.5536, longitudee=70.0128)",,,,14.5536,14.5375,70.0128,70.0244,EBI; 2014-07-17
ERR3587154,ERS494173,,"(search radius=5 degrees) Marine Ecoregion:Gulf of Maine/Bay of Fundy (MRGID:21849), Marine Ecoregion:Virginian (MRGID:21853)",,"(latituden=39.2305, longitudee=-70.0377)",,,,39.2305,39.2173,-70.0377,-72.0327,EBI; 2016-10-27
SRR7523302,SRS3547810,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR3218234,SRS1334253,,,USA: Station 20 at the Neuse River Estuary,35.15330 N 77.07648 W,,,,,,,,"UNC AT CHAPEL HILL, Weida Gong; 2016-03-07"
SRR7522806,SAMN09200621,,,Canada: Quebec,47.2469 N 71.1690 W,,,,,,,,JGI; 2018-05-11
SRR12063550,SAMN15332888,,,Germany: Ukermark,53.38563405 N 13.70933834 E,,,,,,,,"Leibniz Institute of Freshwater Ecology and Inland Fisheries, Danny Ionescu; 2020-06-20"
ERR3010907,SAMEA5185543,,,,,,,,,,,,EBI; 2019-04-21
ERR1711903,SAMEA2623228,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.931, longitudee=-121.8645)",,,,32.931,32.9923,-121.8645,-121.8558,EBI; 2015-05-06
SRR10267048,SAMN11047492,,,Namibia: Walvis Bay,18 S 11.8 E,,,,,,,,"LMU Munch, William Orsi; 2019-03-04"
SRR6914765,SAMN08773685,,,Germany,49.0119 N 8.4170 E,,,,,,,,"Karlsruhe Institute of Technology, Annemarie Schmidt; 2018-03-22"
SRR2083780,SAMN03801614,,,USA: Ohio,,,,,,,,,"Auburn University, Molli Newman; 2015-06-30"
SRR12063620,SRS6882519,,,Germany: Ukermark,53.30330199 N 13.54194300 E,,,,,,,,"Leibniz Institute of Freshwater Ecology and Inland Fisheries, Danny Ionescu; 2020-06-20"
SRR11649134,SAMN14510830,,,Sweden: Baltic Sea,57.4316 N 16.6833 E,,,,,,,,JGI; 2020-03-31
SRR1283302,SRS598529,,,France: Champs-sur-Marne,,,,,,,,,"CNRS, Noemie Pascault; 2014-04-23"
SRR11178169,SAMN14206063,,,USA: Pacific Ocean,33.71 N 118.26 W,,,,,,,,"Woods Hole Oceanographic Institution, Sarah Hu; 2020-02-25"
SRR4102237,SRS1660187,,,USA,32.89 N 117.23 W,,,,,,,,"Japan Agency for Marine-Earth Science and technology, Shun'ichi Ishii; 2016-08-26"
SRR5500686,SRS2163277,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR7522869,SAMN09201744,,,Canada: Quebec,47.2960 N 71.1763 W,,,,,,,,JGI; 2018-05-11
SRR949987,SAMN02303011,,,USA: Georgia,,,,,,,,,"Georgia Institute of Technology, Konstantinos Konstantinidis; 2013-08-05"
SRR6399638,SAMN08216057,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR8272552,SRS4100968,,,China:Hhot,40.53 N 111.85 E,,,,,,,,"Key Laboratory of Dairy Biotechnology and Engineering, Education Ministry of P. R. China, Weicheng Li; 2018-12-03"
SRR11565435,SAMN14515497,,,USA: Colorado,38.9206 N 106.9489 W,,,,,,,,JGI; 2020-04-01
SRR3884778,SRS1559294,,,Singapore,1.35119309 N 103.86474609 E,,,,,,,,"Nanyang Technological University, Anee Mohanty; 2016-06-28"
SRR5131978,SRS1879496,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.41 N 156.31 W,,,,,,,,"SCOPE, John Eppley; 2016-12-23"
SRR1596599,SRS715595,,,USA,41.7228 N 82.7514 W,,,,,,,,"Stony Brook University, Matthew Harke; 2014-09-25"
SRR6980930,SAMN08777266,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2018-03-22
SRR7428110,SRS1064643,,,France:Vitrolles,43.452570 N 5.230085 E,,,,,,,,"Pau University, Johanne AUBE; 2015-09-10"
SRR5251626,SRS1974730,,,"USA:Joint BioEnergy Institute, California, USA",38.5402 N 121.75 W,,,,,,,,JGI; 2017-01-25
SRR2126383,SRS1010864,,,Italy,,,,,,,,,"University of Naples Federico II, Danilo Ercolini; 2015-07-21"
SRR6349885,SRS2736676,,,"Australia: Avon, South Australia",34.23981 S 138.31335 E,,,,,,,,"Department of Economic Development, Jobs, Transport and Resources, Helen Hayden; 2017-12-03"
SRR6179862,SAMN07792176,,,USA: North Carolina,35.7596 N 79.0193 W,,,,,,,,"University of Florida, Hui-Ling Liao; 2017-10-16"
SRR6049460,SRS2523568,,,USA: Delaware,39.283 N 75.3633 W,,,,,,,,JGI; 2017-09-11
SRR6336476,SRS2722981,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR6399732,SAMN08216227,,,"China:NA,Shanghai",31.2303904 N 121.4737021 E,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR6400001,SAMN08216156,,,"USA:colorado,Denver",39.738968 N 104.94227 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7007285,SRS3170715,,,USA: Colorado,38.9195 N 106.9496 W,,,,,,,,JGI; 2018-03-22
SRR8608029,SRS4380017,,,not applicable,,,,,,,,,"INRA, Eric Dugat-Bony; 2019-02-19"
ERR1719176,ERS493536,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=33.0007, longitudee=-121.8701)",,,,33.0007,32.9988,-121.8701,-121.869,EBI; 2016-11-11
ERR908522,SAMEA3445023,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR3933540,SRS1572497,,,Canada:Atlantic,47.000 N 48.471 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
ERR3586962,ERS488625,,"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)",,"(latituden=21.9467, longitudee=38.2517)",,,,21.9467,22.1283,38.2517,38.1967,EBI; 2019-10-10
ERR908578,SAMEA3445031,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR8776943,SRS4509332,,,Ireland,,,,,,,,,"University College Dublin, Yu Cao; 2019-03-19"
SRR11565176,SAMN14515109,,,USA: Colorado,38.9206 N 106.9489 W,,,,,,,,JGI; 2020-04-01
SRR1204565,SRS581938,,,Atlantic Ocean:Western Tropical North Atlantic Ocean,11.31 N 56.43 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-02-05"
SRR6189148,SRS2607495,,,"Atlantic Ocean:South of Cape Verde, Atlantic Ocean",7.32 N 26 W,,,,,,,,JGI; 2017-09-22
SRR7945824,SRS3860524,,,China:Bohai Gulf,38.26 N 118.28 E,,,,,,,,"Hebei university of Technology, Si Li; 2018-09-30"
SRR9597792,SAMN12142490,,,India: Arabian Sea,16.8313 N 71.9758 E,,,,,,,,"Bose Institute, Wriddhiman Ghosh; 2019-06-26"
SRR6399739,SRS2776309,,,"Germany:NA,Heidelberg",49.3843105 N 8.70938919 E,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR5343979,SRS2048234,,,"Australia:Sydney,Chowder Bay",33.85 S 151.25 E,,,,,,,,"Singapore Centre for Environmental Life Sciences Engineering, Rohan Williams; 2017-03-13"
SRR7153004,SRS3289073,,,Sweden: Stordalen mire,68.3535 N 19.0472 E,,,,,,,,"Australian Centre for Ecogenomics, The University of Queensland, Ben Woodcroft; 2017-05-15"
SRR7004643,SAMN08778709,,,Czech Republic: South Bohemian Region,49.0431 N 13.6170 E,,,,,,,,JGI; 2018-03-22
SRR6221660,SRS2633735,,,"USA: University of North Carolina, Chapel Hill",35.9082 N 79.0499 W,,,,,,,,JGI; 2017-09-26
SRR5500788,SAMN06344104,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
ERR1719151,SAMEA2731730,,,,"(latituden=44.074, longitudee=-16.547)",,,,44.074,44.0789,-16.547,-16.5432,EBI; 2016-11-11
SRR10416372,SAMN13229244,,,,,,,,,,,,"Lehrstuhl Ökologische Mikrobiologie (ÖMIK), Universitaet Bayreuth, Tillmann Lueders; 2019-11-07"
SRR8554425,SAMN10864879,,,USA: Wisconsin,44.11 N 88.23 W,,,,,,,,JGI; 2019-02-01
SRR8437445,SRS4247303,,,USA: Iowa,42 N 93 W,,,,,,,,JGI; 2018-10-30
SRR7523471,SAMN09631306,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR7687278,SRS3665047,,,USA: Georgia,31.4271 N 81.6053 W,,,,,,,,JGI; 2018-05-08
SRR125372,SRS084922,,,," 51degrees16'24.96"""" 10degrees24'37.40""",,,,,,,,G2L; 2010-08-23
SRR10080828,SAMN12709316,,,Canada: Steepbank River Alberta,56.98 N 111.32 W,,,,,,,,"Environment and Climate Change Canada, Thomas Reid; 2019-09-06"
SRR2177834,SRS1042639,,,France,48.553847 N 4.535771 W,,,,,,,,"Mediterranean Institute of Oceanography, Alexandre ATKINSON; 2015-08-21"
SRR12391222,SAMN14502618,,,USA: Ohio,41.3778 N 82.5111 W,,,,,,,,JGI; 2020-03-31
SRR1644050,SRS605110,,,Saudi Arabia: Red Sea,22.4575 N 39.0305 E,,,,,,,,"King Abdullah University of Science and Technology, Nazia Mojib; 2014-03-12"
SRR7089015,SRS3239405,,,USA: Washington,46.2860 N 124.0520 W,,,,,,,,JGI; 2018-03-22
SRR5057837,SAMN06043554,,,Austria: Lunz,47.852349 N 15.065505 E,,,,,,,,"University of Greifswald, Tim Urich; 2016-11-21"
SRR7842614,SAMN09209284,,,China: Hong Kong,22.28 N 114.13 E,,,,,,,,"The University Hong Kong, Yulin Wang; 2018-05-15"
SRR7523395,SRS3547721,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR3587147,SAMEA2620061,,,,"(latituden=18.5918, longitudee=66.622)",,,,18.5918,18.5706,66.622,66.5023,EBI; 2016-10-27
SRR9608024,SAMN12129180,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
ERR1719283,SAMEA2657047,,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),,"(latituden=-16.9567, longitudee=53.9809)",,,,-16.9567,-16.9581,53.9809,53.9767,EBI; 2014-07-17
SRR8529235,SRS4326954,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2018-05-08
ERR3586892,SAMEA2621913,,"(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)",,"(latituden=-28.1698, longitudee=-107.3833)",,,,-28.1698,-28.1483,-107.3833,-107.4542,EBI; 2019-10-10
SRR9860475,SRS5178300,,,"USA: Gulf of Mexico, TABS Bouy R",29.635 N 93.642 W,,,,,,,,"Texas A&M University, Shawn Doyle; 2019-07-29"
ERR3224616,ERS3230183,,,France,,44.11717,4.001917,0.05,,,,,EBI; 2019-03-28
ERR2562194,ERS2465369,,,Belgium,,50°99'85.06'',3°78'51.70''E,0.1,,,,,EBI; 2018-07-04
SRR5500250,SAMN06344055,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR5208114,SRS1943285,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR1297020,SRS619149,,,Gulf of Aqaba,29°28'N 34°55'E,,,,,,,,"Institute for Biology 3, University of Freiburg, Ulrike Pfreundt; 2014-03-03"
SRR5266508,SAMN06267882,,,"Pacific Ocean:Monterey Bay, California, USA",36.25 N 122.2099 W,,,,,,,,JGI; 2017-01-25
SRR8549997,SRS4343068,,,USA: California,33.7416 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR5834173,SRS2360613,,,"USA:Trout Bog, Vilas County, Wisconsin",46.041 N 89.686 W,,,,,,,,JGI; 2017-01-25
SRR11682242,SAMN14515571,,,USA: Wyoming,44.5387 N 110.798 W,,,,,,,,JGI; 2020-04-01
SRR6831104,SRS3039986,,,Atlantic Ocean:Southern Atlantic Ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2018-03-05
SRR7523280,SRS3547838,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR3586817,SAMEA2623257,,,,"(latituden=17.0854, longitudee=-118.8913)",,,,17.0854,17.0612,-118.8913,-118.8987,EBI; 2019-10-10
ERR1711988,ERS493313,,,,"(latituden=31.5213, longitudee=-158.9958)",,,,31.5213,31.493,-158.9958,-159.0606,EBI; 2015-05-06
