group1	group2	evalue
Clstr357	Clstr470	0.000657
Clstr357	Clstr485	2.60E-06
Clstr357	Clstr516	0.001
Clstr357	Clstr519	7.27E-14
Clstr357	Clstr530	1.63E-10
Clstr357	Clstr545	0.001
Clstr357	Clstr547	0.0001785
Clstr357	Clstr551	0.000145
Clstr357	Clstr566	1.31E-07
Clstr357	Clstr581	1.97E-06
Clstr357	Clstr607	9.85E-05
Clstr357	Clstr612	1.21E-05
Clstr357	Clstr629	4.30E-07
Clstr357	Clstr645	1.09E-10
Clstr357	Clstr661	3.47E-09
Clstr357	Clstr665	3.40E-08
Clstr357	Clstr673	2.37E-06
Clstr357	Clstr695	1.48E-07
Clstr357	Clstr696	2.27E-07
Clstr357	Clstr698	0.001
Clstr358	Clstr107	1.38E-05
Clstr358	Clstr349	0.000238
Clstr359	Clstr414	2.32E-05
Clstr359	Clstr437	0.000615
Clstr359	Clstr644	0.000614
Clstr360	Clstr063	1.69E-05
Clstr360	Clstr298	3.99E-13
Clstr360	Clstr401	2.10E-14
Clstr360	Clstr402	1.93E-08
Clstr360	Clstr481	7.37E-14
Clstr360	Clstr572	6.31E-06
Clstr360	Clstr589	7.32E-06
Clstr362	Clstr053	3.38E-05
Clstr362	Clstr089	0.001
Clstr362	Clstr093	4.87E-05
Clstr362	Clstr138	7.41E-05
Clstr362	Clstr231	8.00E-04
Clstr362	Clstr270	0.000612
Clstr362	Clstr284	0.000309
Clstr362	Clstr538	5.30E-06
Clstr362	Clstr644	8.21E-05
Clstr363	Clstr025	0.000382
Clstr363	Clstr082	0.0001855
Clstr363	Clstr105	4.54E-20
Clstr363	Clstr116	9.84E-22
Clstr363	Clstr220	0.000849
Clstr363	Clstr321	6.54E-06
Clstr363	Clstr442	0.000166
Clstr363	Clstr518	3.01E-59
Clstr363	Clstr550	1.26E-05
Clstr363	Clstr558	0.000104
Clstr364	Clstr203	0.000272
Clstr364	Clstr210	6.73E-05
Clstr364	Clstr262	6.24E-41
Clstr364	Clstr271	2.56E-05
Clstr364	Clstr349	0.00074
Clstr364	Clstr416	0.00011085
Clstr364	Clstr430	8.67E-06
Clstr364	Clstr439	5.67E-05
Clstr364	Clstr635	0.001
Clstr364	Clstr694	0.000101
Clstr365	Clstr322	6.43E-07
Clstr365	Clstr337	1.09E-12
Clstr365	Clstr374	1.94E-44
Clstr365	Clstr557	0.001
Clstr365	Clstr657	3.66E-14
Clstr366	Clstr031	5.33E-11
Clstr366	Clstr088	9.70E-05
Clstr366	Clstr106	0.000115
Clstr366	Clstr124	7.77E-09
Clstr366	Clstr172	2.57E-08
Clstr366	Clstr200	1.64E-12
Clstr366	Clstr204	2.84E-14
Clstr366	Clstr216	3.23E-14
Clstr366	Clstr239	1.07E-06
Clstr366	Clstr288	6.85E-05
Clstr366	Clstr357	3.04E-11
Clstr366	Clstr396	8.41E-12
Clstr366	Clstr397	0.00029
Clstr366	Clstr448	7.85E-18
Clstr366	Clstr456	2.46E-17
Clstr366	Clstr470	0.0006205
Clstr366	Clstr485	0.0007485
Clstr366	Clstr488	6.54E-06
Clstr366	Clstr514	0.000695
Clstr366	Clstr519	2.97E-08
Clstr366	Clstr530	1.05E-05
Clstr366	Clstr546	9.07E-05
Clstr366	Clstr547	0.000202
Clstr366	Clstr550	0.000718
Clstr366	Clstr551	0.001
Clstr366	Clstr566	4.97E-09
Clstr366	Clstr581	1.16E-06
Clstr366	Clstr607	2.02E-05
Clstr366	Clstr612	0.000116
Clstr366	Clstr629	2.49E-05
Clstr366	Clstr645	8.51E-08
Clstr366	Clstr661	1.15E-05
Clstr366	Clstr665	1.16E-06
Clstr366	Clstr695	4.11E-06
Clstr366	Clstr698	0.000406
Clstr367	Clstr018	9.00E-06
Clstr367	Clstr025	1.99E-11
Clstr367	Clstr035	4.13E-09
Clstr367	Clstr039	3.70E-31
Clstr367	Clstr054	2.34E-05
Clstr367	Clstr066	3.71E-11
Clstr367	Clstr074	1.81E-07
Clstr367	Clstr079	2.06E-09
Clstr367	Clstr083	6.54E-09
Clstr367	Clstr084	6.10E-10
Clstr367	Clstr090	8.33E-08
Clstr367	Clstr091	1.09E-08
Clstr367	Clstr095	6.16E-06
Clstr367	Clstr127	4.57E-07
Clstr367	Clstr142	4.65E-10
Clstr367	Clstr182	9.11E-35
Clstr367	Clstr217	9.90E-06
Clstr367	Clstr221	5.58E-05
Clstr367	Clstr230	1.57E-08
Clstr367	Clstr300	3.59E-07
Clstr367	Clstr323	3.86E-08
Clstr367	Clstr436	7.21E-08
Clstr367	Clstr449	7.43E-05
Clstr367	Clstr503	7.80E-06
Clstr367	Clstr617	3.17E-10
Clstr368	Clstr301	0.001
Clstr368	Clstr630	5.93E-09
Clstr369	Clstr031	9.00E-05
Clstr369	Clstr124	1.53E-05
Clstr369	Clstr154	3.84E-06
Clstr369	Clstr172	0.000895
Clstr369	Clstr200	3.43E-05
Clstr369	Clstr216	3.52E-05
Clstr369	Clstr288	0.001
Clstr369	Clstr294	0.001
Clstr369	Clstr357	9.06E-06
Clstr369	Clstr396	0.000187
Clstr369	Clstr441	2.36E-05
Clstr369	Clstr448	7.11E-10
Clstr369	Clstr456	0.000512
Clstr369	Clstr473	0.000808
Clstr369	Clstr485	2.41E-05
Clstr369	Clstr519	6.08E-05
Clstr369	Clstr530	1.61E-05
Clstr369	Clstr547	0.000402
Clstr369	Clstr551	8.99E-05
Clstr369	Clstr566	0.000264
Clstr369	Clstr581	4.56E-05
Clstr369	Clstr607	6.74E-09
Clstr369	Clstr612	7.62E-05
Clstr369	Clstr629	6.40E-08
Clstr369	Clstr661	7.34E-08
Clstr369	Clstr673	7.52E-06
Clstr369	Clstr695	1.42E-05
Clstr370	Clstr128	4.92E-19
Clstr371	Clstr034	9.36E-07
Clstr372	Clstr240	7.37E-05
Clstr372	Clstr320	0.001
Clstr372	Clstr393	4.57E-37
Clstr372	Clstr440	0.00021
Clstr372	Clstr524	0.0009155
Clstr372	Clstr594	7.76E-09
Clstr373	Clstr133	0.000136
Clstr374	Clstr322	2.15E-08
Clstr374	Clstr337	3.70E-15
Clstr374	Clstr365	1.32E-44
Clstr374	Clstr657	8.73E-16
Clstr374	Clstr691	0.000489
Clstr375	Clstr045	3.04E-07
Clstr375	Clstr047	3.34E-06
Clstr375	Clstr077	6.06E-07
Clstr375	Clstr120	0.000239
Clstr375	Clstr146	2.14E-08
Clstr375	Clstr153	0.000198
Clstr375	Clstr165	4.97E-07
Clstr375	Clstr169	1.59E-22
Clstr375	Clstr175	0.000168
Clstr375	Clstr194	8.08E-06
Clstr375	Clstr196	2.61E-05
Clstr375	Clstr224	3.22E-09
Clstr375	Clstr241	2.75E-07
Clstr375	Clstr264	3.97E-06
Clstr375	Clstr306	7.78E-14
Clstr375	Clstr341	7.76E-07
Clstr375	Clstr377	3.19E-18
Clstr375	Clstr384	1.06E-15
Clstr375	Clstr418	1.85E-06
Clstr375	Clstr527	1.33E-08
Clstr375	Clstr528	1.28E-07
Clstr375	Clstr597	0.001
Clstr375	Clstr635	9.02E-08
Clstr375	Clstr646	5.14E-09
Clstr375	Clstr685	0.00055
Clstr375	Clstr686	1.59E-10
Clstr375	Clstr691	0.00015225
Clstr375	zhaovirus	0.00033
Clstr376	Clstr126	1.09E-06
Clstr376	Clstr325	2.41E-05
Clstr376	Clstr378	0.000319
Clstr376	Clstr398	2.54E-05
Clstr376	Clstr420	0.0001335
Clstr377	Clstr045	1.09E-07
Clstr377	Clstr047	2.41E-06
Clstr377	Clstr077	5.14E-08
Clstr377	Clstr103	0.000881
Clstr377	Clstr120	0.0001275
Clstr377	Clstr146	3.84E-09
Clstr377	Clstr153	0.000101
Clstr377	Clstr165	5.74E-08
Clstr377	Clstr169	1.75E-28
Clstr377	Clstr175	0.000207
Clstr377	Clstr196	9.25E-08
Clstr377	Clstr224	3.00E-08
Clstr377	Clstr241	2.01E-08
Clstr377	Clstr264	4.34E-07
Clstr377	Clstr306	3.33E-11
Clstr377	Clstr341	3.00E-06
Clstr377	Clstr375	2.35E-18
Clstr377	Clstr384	5.86E-23
Clstr377	Clstr418	1.45E-08
Clstr377	Clstr527	6.02E-09
Clstr377	Clstr528	3.53E-08
Clstr377	Clstr560	0.0008795
Clstr377	Clstr635	1.29E-06
Clstr377	Clstr646	7.84E-08
Clstr377	Clstr685	0.000426
Clstr377	Clstr686	6.52E-11
Clstr377	zhaovirus	0.0002025
Clstr378	Clstr126	1.36E-06
Clstr378	Clstr325	1.27E-06
Clstr378	Clstr343	2.11E-06
Clstr378	Clstr376	0.000388
Clstr378	Clstr398	9.72E-10
Clstr378	Clstr420	2.61E-09
Clstr379	Clstr050	2.23E-13
Clstr379	Clstr224	1.45E-05
Clstr379	Clstr236	4.34E-10
Clstr379	Clstr333	0.000123
Clstr380	Clstr002	2.81E-05
Clstr380	Clstr003	0.000302
Clstr380	Clstr033	0.000139
Clstr380	Clstr096	7.13E-07
Clstr380	Clstr140	5.55E-09
Clstr380	Clstr171	3.78E-05
Clstr380	Clstr198	0.0001095
Clstr380	Clstr226	0.001
Clstr380	Clstr272	5.00E-04
Clstr380	Clstr478	0.000263
Clstr380	Clstr570	3.36E-05
Clstr380	Clstr571	0.0002145
Clstr380	Clstr618	0.0009435
Clstr381	Clstr392	8.81E-08
Clstr382	Clstr162	1.14E-11
Clstr383	Clstr307	7.49E-05
Clstr383	Clstr504	3.16E-06
Clstr384	Clstr045	3.97E-07
Clstr384	Clstr047	8.63E-06
Clstr384	Clstr077	1.43E-06
Clstr384	Clstr120	0.001
Clstr384	Clstr146	3.38E-08
Clstr384	Clstr153	6.94E-05
Clstr384	Clstr165	4.72E-07
Clstr384	Clstr169	8.39E-27
Clstr384	Clstr175	4.48E-05
Clstr384	Clstr196	1.74E-07
Clstr384	Clstr224	3.02E-07
Clstr384	Clstr241	4.77E-08
Clstr384	Clstr264	9.68E-06
Clstr384	Clstr306	2.02E-10
Clstr384	Clstr341	4.55E-06
Clstr384	Clstr375	7.16E-16
Clstr384	Clstr377	6.38E-23
Clstr384	Clstr418	2.66E-05
Clstr384	Clstr527	1.51E-07
Clstr384	Clstr528	1.74E-06
Clstr384	Clstr560	0.00023
Clstr384	Clstr635	1.33E-05
Clstr384	Clstr646	7.31E-08
Clstr384	Clstr685	0.000445
Clstr384	Clstr686	4.30E-09
Clstr384	zhaovirus	2.98E-05
Clstr387	Clstr437	0.000728
Clstr387	Clstr568	0.000157
Clstr387	Clstr625	2.73E-05
Clstr388	Clstr248	3.16E-05
Clstr388	Clstr414	0.000771
Clstr388	Clstr437	7.68E-05
Clstr388	Clstr568	0.000343
Clstr388	Clstr584	0.0003805
Clstr388	toti	7.63E-05
Clstr389	Clstr087	2.65E-05
Clstr389	Clstr110	2.18E-05
Clstr389	Clstr118	1.31E-05
Clstr389	Clstr129	1.86E-05
Clstr389	Clstr137	1.29E-06
Clstr389	Clstr163	5.37E-06
Clstr389	Clstr168	0.0002608
Clstr389	Clstr225	3.25E-07
Clstr389	Clstr246	5.91E-08
Clstr389	Clstr347	2.26E-07
Clstr389	Clstr348	1.14E-05
Clstr389	Clstr466	1.09E-05
Clstr389	Clstr471	1.53E-07
Clstr389	Clstr501	9.63E-07
Clstr389	Clstr506	7.72E-07
Clstr389	Clstr515	8.18E-07
Clstr389	Clstr526	7.01E-09
Clstr389	Clstr561	3.31E-08
Clstr389	Clstr599	9.14E-09
Clstr389	Clstr601	2.33E-06
Clstr389	Clstr604	1.02E-05
Clstr389	Clstr623	3.45E-08
Clstr389	Clstr625	4.52E-06
Clstr389	Clstr642	1.02E-05
Clstr389	Clstr649	0.000457
Clstr392	Clstr381	1.70E-07
Clstr393	Clstr199	0.000648
Clstr393	Clstr240	4.14E-05
Clstr393	Clstr286	0.001
Clstr393	Clstr305	0.000234
Clstr393	Clstr320	0.0005705
Clstr393	Clstr372	4.82E-37
Clstr393	Clstr424	0.001
Clstr393	Clstr440	0.0006795
Clstr393	Clstr524	0.0003395
Clstr393	Clstr594	1.86E-11
Clstr395	Clstr203	1.90E-09
Clstr395	Clstr238	7.94E-08
Clstr395	Clstr317	1.17E-06
Clstr395	Clstr487	2.03E-09
Clstr395	Clstr489	1.15E-05
Clstr395	Clstr517	3.38E-07
Clstr395	Clstr543	2.10E-05
Clstr395	Clstr565	0.0001278
Clstr395	Clstr574	0.000405
Clstr395	Clstr597	0.000213
Clstr395	Clstr699	0.000217
Clstr396	Clstr031	2.03E-13
Clstr396	Clstr106	0.001
Clstr396	Clstr124	6.34E-10
Clstr396	Clstr139	0.001
Clstr396	Clstr172	3.92E-08
Clstr396	Clstr200	9.45E-13
Clstr396	Clstr204	1.96E-09
Clstr396	Clstr208	0.001
Clstr396	Clstr216	1.27E-12
Clstr396	Clstr239	6.72E-07
Clstr396	Clstr288	1.25E-05
Clstr396	Clstr357	1.35E-12
Clstr396	Clstr366	3.75E-11
Clstr396	Clstr369	0.0001068
Clstr396	Clstr397	0.000849
Clstr396	Clstr441	0.000121
Clstr396	Clstr448	1.03E-13
Clstr396	Clstr455	0.000942
Clstr396	Clstr456	1.30E-08
Clstr396	Clstr470	0.000393
Clstr396	Clstr485	0.001
Clstr396	Clstr519	2.57E-11
Clstr396	Clstr530	2.67E-05
Clstr396	Clstr546	0.0004445
Clstr396	Clstr547	0.000642
Clstr396	Clstr551	0.000616
Clstr396	Clstr566	7.45E-06
Clstr396	Clstr581	4.79E-05
Clstr396	Clstr607	5.22E-05
Clstr396	Clstr612	1.20E-06
Clstr396	Clstr629	3.83E-06
Clstr396	Clstr634	0.000255
Clstr396	Clstr645	2.62E-07
Clstr396	Clstr661	2.01E-05
Clstr396	Clstr665	8.72E-07
Clstr396	Clstr695	2.20E-07
Clstr396	Clstr700	0.000437
Clstr397	Clstr031	0.000129
Clstr397	Clstr105	0.000358
Clstr397	Clstr124	0.00024
Clstr397	Clstr172	0.000671
Clstr397	Clstr200	3.55E-05
Clstr397	Clstr216	0.0004825
Clstr397	Clstr357	2.59E-05
Clstr397	Clstr366	0.00038
Clstr397	Clstr396	0.000337
Clstr397	Clstr448	0.000806
Clstr397	Clstr645	4.45E-05
Clstr397	Clstr665	0.0006375
Clstr398	Clstr126	1.32E-08
Clstr398	Clstr325	5.80E-09
Clstr398	Clstr343	2.07E-11
Clstr398	Clstr376	5.43E-05
Clstr398	Clstr378	9.19E-10
Clstr398	Clstr420	1.75E-15
Clstr400	Clstr062	4.62E-07
Clstr400	Clstr082	0.000246
Clstr400	Clstr156	1.25E-07
Clstr400	Clstr185	7.91E-05
Clstr400	Clstr235	7.96E-05
Clstr400	Clstr637	1.59E-08
Clstr401	Clstr063	4.16E-06
Clstr401	Clstr298	1.06E-20
Clstr401	Clstr339	0.000582
Clstr401	Clstr360	2.16E-14
Clstr401	Clstr402	1.16E-09
Clstr401	Clstr481	1.74E-17
Clstr401	Clstr572	1.23E-09
Clstr401	Clstr589	1.95E-06
Clstr401	Clstr677	0.000567
Clstr402	Clstr063	0.001
Clstr402	Clstr298	7.54E-09
Clstr402	Clstr360	1.83E-08
Clstr402	Clstr401	1.04E-09
Clstr402	Clstr481	1.05E-06
Clstr402	Clstr572	8.54E-06
Clstr403	Clstr598	9.37E-05
Clstr404	Clstr309	9.83E-06
Clstr404	Clstr474	2.09E-08
Clstr406	Clstr041	8.62E-05
Clstr406	Clstr075	0.000568
Clstr406	Clstr082	0.0006585
Clstr406	Clstr097	3.28E-06
Clstr406	Clstr159	0.000218
Clstr406	Clstr173	2.00E-04
Clstr406	Clstr179	0.000655
Clstr406	Clstr184	0.000412
Clstr406	Clstr188	0.000264
Clstr406	Clstr210	0.000193
Clstr406	Clstr219	3.28E-05
Clstr406	Clstr220	7.51E-06
Clstr406	Clstr257	0.0007165
Clstr406	Clstr263	0.000206
Clstr406	Clstr276	3.62E-05
Clstr406	Clstr299	5.47E-06
Clstr406	Clstr302	0.000133
Clstr406	Clstr321	8.29E-05
Clstr406	Clstr328	0.000219
Clstr406	Clstr338	2.99E-05
Clstr406	Clstr340	0.001
Clstr406	Clstr349	0.001
Clstr406	Clstr407	0.00078
Clstr406	Clstr416	0.000574
Clstr406	Clstr424	2.87E-05
Clstr406	Clstr432	0.000289
Clstr406	Clstr439	0.000261
Clstr406	Clstr442	4.46E-05
Clstr406	Clstr446	2.71E-05
Clstr406	Clstr457	0.000193
Clstr406	Clstr464	5.69E-05
Clstr406	Clstr486	1.38E-05
Clstr406	Clstr500	6.77E-05
Clstr406	Clstr507	0.0003295
Clstr406	Clstr576	0.000388
Clstr406	Clstr593	0.000426
Clstr406	Clstr597	2.94E-12
Clstr406	Clstr611	1.39E-05
Clstr406	Clstr650	1.20E-07
Clstr406	Clstr651	0.0001632
Clstr406	Clstr653	0.000697
Clstr406	Clstr658	5.58E-05
Clstr406	Clstr669	0.001
Clstr406	Clstr681	0.00075
Clstr407	Clstr349	0.000818
Clstr408	reo	6.94E-06
Clstr410	astro-poty	0.000524
Clstr410	Clstr049	0.0004675
Clstr410	Clstr253	6.80E-07
Clstr410	Clstr260	1.14E-09
Clstr410	Clstr301	1.82E-10
Clstr410	Clstr314	3.86E-06
Clstr410	Clstr445	8.45E-06
Clstr410	Clstr630	0.0008325
Clstr411	Clstr009	0.001
Clstr412	Clstr209	0.000841
Clstr412	Clstr681	0.000426
Clstr413	Clstr032	0.000457
Clstr413	Clstr101	1.37E-05
Clstr413	Clstr462	0.000659
Clstr413	Clstr483	0.001
Clstr413	Clstr569	0.000108
Clstr413	partiti-picobirna	0.001
Clstr414	Clstr294	0.000659
Clstr414	Clstr359	3.42E-05
Clstr414	Clstr388	0.000632
Clstr414	Clstr437	4.09E-06
Clstr414	Clstr523	0.000154
Clstr414	Clstr568	0.000189
Clstr414	Clstr593	0.000555
Clstr414	toti	0.001
Clstr416	Clstr041	4.27E-05
Clstr416	Clstr051	0.0002155
Clstr416	Clstr097	6.21E-05
Clstr416	Clstr135	2.33E-05
Clstr416	Clstr173	1.64E-05
Clstr416	Clstr210	1.00E-08
Clstr416	Clstr219	0.0006785
Clstr416	Clstr220	0.0008565
Clstr416	Clstr257	0.000666
Clstr416	Clstr263	7.30E-05
Clstr416	Clstr276	0.000438
Clstr416	Clstr299	0.0009455
Clstr416	Clstr321	0.001
Clstr416	Clstr338	0.001
Clstr416	Clstr349	7.01E-05
Clstr416	Clstr364	8.77E-05
Clstr416	Clstr422	0.000313
Clstr416	Clstr424	2.17E-05
Clstr416	Clstr432	3.01E-05
Clstr416	Clstr434	0.000836
Clstr416	Clstr439	6.20E-14
Clstr416	Clstr442	4.57E-07
Clstr416	Clstr457	0.000223
Clstr416	Clstr463	0.0005865
Clstr416	Clstr464	0.000751
Clstr416	Clstr486	0.000452
Clstr416	Clstr500	7.41E-05
Clstr416	Clstr541	2.01E-05
Clstr416	Clstr557	3.82E-06
Clstr416	Clstr577	0.000232
Clstr416	Clstr593	0.000473
Clstr416	Clstr597	0.001
Clstr416	Clstr611	1.23E-05
Clstr416	Clstr613	2.58E-05
Clstr416	Clstr650	0.000479
Clstr416	Clstr653	7.12E-05
Clstr416	Clstr658	1.21E-05
Clstr416	Clstr694	5.16E-07
Clstr416	yanvirus	7.88E-05
Clstr417	Clstr021	2.52E-08
Clstr417	Clstr136	0.000152
Clstr417	Clstr316	0.00011245
Clstr417	Clstr423	0.001
Clstr417	Clstr609	0.001
Clstr418	Clstr045	8.11E-05
Clstr418	Clstr077	6.88E-07
Clstr418	Clstr169	5.69E-06
Clstr418	Clstr194	0.001
Clstr418	Clstr224	0.000649
Clstr418	Clstr241	0.0001255
Clstr418	Clstr375	1.72E-06
Clstr418	Clstr377	2.19E-08
Clstr418	Clstr384	5.93E-05
Clstr418	Clstr527	9.22E-06
Clstr418	Clstr528	8.29E-41
Clstr418	Clstr635	0.00068
Clstr418	Clstr646	1.81E-14
Clstr418	Clstr686	3.24E-05
Clstr419	Clstr327	7.91E-09
Clstr419	Clstr356	5.60E-08
Clstr420	Clstr126	7.25E-09
Clstr420	Clstr325	1.45E-07
Clstr420	Clstr343	1.29E-09
Clstr420	Clstr376	0.000126
Clstr420	Clstr378	1.52E-09
Clstr420	Clstr398	6.79E-16
Clstr421	Clstr562	1.70E-10
Clstr421	Clstr601	2.34E-05
Clstr421	Clstr628	3.74E-12
Clstr422	Clstr321	0.000242
Clstr422	Clstr416	0.000477
Clstr422	Clstr424	6.54E-06
Clstr422	Clstr442	0.00065
Clstr422	Clstr466	0.00026
Clstr422	Clstr597	7.67E-05
Clstr422	Clstr631	1.04E-18
Clstr422	Clstr643	2.33E-05
Clstr423	Clstr021	0.000565
Clstr423	Clstr136	1.03E-11
Clstr423	Clstr292	0.000139
Clstr423	Clstr417	0.001
Clstr424	Clstr041	1.20E-06
Clstr424	Clstr048	3.84E-05
Clstr424	Clstr051	1.14E-08
Clstr424	Clstr075	9.27E-09
Clstr424	Clstr082	6.98E-05
Clstr424	Clstr097	1.04E-08
Clstr424	Clstr107	4.86E-05
Clstr424	Clstr135	0.000661
Clstr424	Clstr159	8.09E-05
Clstr424	Clstr173	1.50E-06
Clstr424	Clstr179	5.50E-08
Clstr424	Clstr184	8.46E-06
Clstr424	Clstr188	2.22E-08
Clstr424	Clstr210	5.57E-06
Clstr424	Clstr219	2.22E-07
Clstr424	Clstr220	2.83E-08
Clstr424	Clstr252	0.00059
Clstr424	Clstr257	7.42E-05
Clstr424	Clstr263	1.59E-06
Clstr424	Clstr276	5.54E-06
Clstr424	Clstr286	0.0006965
Clstr424	Clstr299	1.29E-05
Clstr424	Clstr302	0.000247
Clstr424	Clstr315	0.001
Clstr424	Clstr321	1.76E-05
Clstr424	Clstr338	8.36E-06
Clstr424	Clstr349	0.000371
Clstr424	Clstr406	3.46E-05
Clstr424	Clstr416	3.41E-05
Clstr424	Clstr422	7.97E-06
Clstr424	Clstr439	8.88E-05
Clstr424	Clstr442	1.20E-09
Clstr424	Clstr446	1.56E-05
Clstr424	Clstr457	7.60E-09
Clstr424	Clstr458	2.13E-05
Clstr424	Clstr464	4.69E-06
Clstr424	Clstr475	0.000464
Clstr424	Clstr486	1.76E-07
Clstr424	Clstr500	9.96E-08
Clstr424	Clstr507	0.000142
Clstr424	Clstr508	0.000817
Clstr424	Clstr513	6.72E-07
Clstr424	Clstr541	0.001
Clstr424	Clstr593	4.41E-05
Clstr424	Clstr597	1.05E-06
Clstr424	Clstr606	0.000687
Clstr424	Clstr608	4.48E-05
Clstr424	Clstr611	1.05E-08
Clstr424	Clstr616	0.000732
Clstr424	Clstr639	0.000833
Clstr424	Clstr643	0.000334
Clstr424	Clstr650	1.68E-06
Clstr424	Clstr653	0.0002275
Clstr424	Clstr658	0.000103
Clstr424	Clstr667	0.001
Clstr424	Clstr669	1.01E-05
Clstr424	Clstr681	0.000164
Clstr424	Clstr694	2.75E-05
Clstr425	Clstr350	0.000149
Clstr426	birna-permutotetra	0.00031
Clstr426	Clstr064	8.59E-07
Clstr426	Clstr072	5.18E-08
Clstr426	Clstr521	0.000935
Clstr428	Clstr009	0.000208
Clstr428	Clstr038	6.44E-09
Clstr428	Clstr144	6.02E-05
Clstr428	Clstr196	0.000298
Clstr428	Clstr555	1.70E-16
Clstr428	Clstr638	0.000472
Clstr429	Clstr257	0.001
Clstr429	Clstr304	8.42E-08
Clstr429	Clstr591	5.49E-08
Clstr429	Clstr638	0.001
Clstr430	Clstr153	4.37E-05
Clstr430	Clstr271	6.10E-13
Clstr430	Clstr364	7.78E-06
Clstr430	Clstr694	0.000608
Clstr431	Clstr291	9.99E-24
Clstr431	Clstr332	0.000122
Clstr431	Clstr688	1.12E-17
Clstr432	Clstr097	0.000374
Clstr432	Clstr135	0.001
Clstr432	Clstr173	8.00E-04
Clstr432	Clstr183	2.88E-05
Clstr432	Clstr184	0.000353
Clstr432	Clstr210	2.71E-06
Clstr432	Clstr406	0.000228
Clstr432	Clstr416	4.78E-05
Clstr432	Clstr442	0.000442
Clstr432	Clstr453	9.58E-09
Clstr432	Clstr463	3.12E-21
Clstr432	Clstr486	0.001
Clstr432	Clstr541	3.46E-20
Clstr432	Clstr557	6.20E-16
Clstr432	Clstr577	2.09E-17
Clstr432	Clstr611	4.46E-05
Clstr432	Clstr643	0.000477
Clstr432	Clstr653	5.67E-05
Clstr432	Clstr658	0.000108
Clstr432	Clstr694	0.000603
Clstr432	yanvirus	5.24E-20
Clstr434	Clstr446	0.0005425
Clstr435	Clstr339	5.89E-10
Clstr435	Clstr514	7.16E-05
Clstr435	Clstr516	8.65E-11
Clstr435	Clstr541	0.001
Clstr435	Clstr698	8.01E-05
Clstr436	Clstr018	0.000196
Clstr436	Clstr025	8.41E-08
Clstr436	Clstr035	7.38E-07
Clstr436	Clstr039	1.21E-07
Clstr436	Clstr054	0.000763
Clstr436	Clstr066	1.32E-07
Clstr436	Clstr074	8.44E-05
Clstr436	Clstr079	3.33E-06
Clstr436	Clstr083	5.86E-08
Clstr436	Clstr084	1.17E-09
Clstr436	Clstr090	0.000208
Clstr436	Clstr091	0.000209
Clstr436	Clstr095	0.000131
Clstr436	Clstr127	2.56E-05
Clstr436	Clstr142	2.55E-05
Clstr436	Clstr182	5.08E-08
Clstr436	Clstr217	0.000133
Clstr436	Clstr221	0.000494
Clstr436	Clstr230	9.35E-08
Clstr436	Clstr300	0.0001665
Clstr436	Clstr323	9.19E-05
Clstr436	Clstr367	6.15E-08
Clstr436	Clstr396	0.000863
Clstr436	Clstr449	0.0009155
Clstr436	Clstr503	4.07E-05
Clstr436	Clstr617	2.27E-06
Clstr437	Clstr359	0.0005875
Clstr437	Clstr387	0.000712
Clstr437	Clstr388	6.32E-05
Clstr437	Clstr414	4.55E-06
Clstr437	Clstr568	2.76E-06
Clstr437	toti	6.13E-05
Clstr438	Clstr345	5.67E-21
Clstr439	Clstr041	0.000415
Clstr439	Clstr097	0.0005815
Clstr439	Clstr173	0.000445
Clstr439	Clstr210	0.000215
Clstr439	Clstr219	0.001
Clstr439	Clstr220	0.0007015
Clstr439	Clstr227	0.001
Clstr439	Clstr263	0.000486
Clstr439	Clstr276	0.001
Clstr439	Clstr321	0.001
Clstr439	Clstr364	8.65E-05
Clstr439	Clstr406	0.000349
Clstr439	Clstr416	1.58E-13
Clstr439	Clstr424	9.36E-05
Clstr439	Clstr442	3.12E-05
Clstr439	Clstr457	0.001
Clstr439	Clstr464	5.23E-05
Clstr439	Clstr486	0.000198
Clstr439	Clstr597	0.000561
Clstr439	Clstr611	6.82E-05
Clstr439	Clstr631	1.78E-05
Clstr439	Clstr643	9.37E-05
Clstr439	Clstr650	0.000382
Clstr439	Clstr653	0.0003875
Clstr439	Clstr658	0.0002075
Clstr439	Clstr694	5.87E-05
Clstr440	Clstr199	2.01E-28
Clstr440	Clstr305	1.84E-13
Clstr440	Clstr320	1.06E-34
Clstr440	Clstr372	0.000329
Clstr440	Clstr393	0.0001915
Clstr440	Clstr524	0.000765
Clstr440	Clstr589	0.000157
Clstr441	Clstr031	4.74E-05
Clstr441	Clstr124	3.59E-05
Clstr441	Clstr139	0.000383
Clstr441	Clstr154	3.09E-05
Clstr441	Clstr172	0.000616
Clstr441	Clstr200	0.000172
Clstr441	Clstr216	4.05E-05
Clstr441	Clstr357	1.74E-05
Clstr441	Clstr369	3.49E-05
Clstr441	Clstr396	0.000167
Clstr441	Clstr404	0.000253
Clstr441	Clstr448	8.65E-09
Clstr441	Clstr456	0.000617
Clstr441	Clstr485	3.74E-17
Clstr441	Clstr519	0.000508
Clstr441	Clstr530	1.99E-06
Clstr441	Clstr547	1.92E-05
Clstr441	Clstr551	2.17E-05
Clstr441	Clstr581	3.29E-14
Clstr441	Clstr607	0.000394
Clstr441	Clstr612	0.000849
Clstr441	Clstr629	6.17E-05
Clstr441	Clstr645	0.000371
